time,USD
1251331200,0.0
1251504000,0.0
1251676800,0.0
1251849600,0.0
1252022400,0.0
1252195200,0.0
1252368000,0.0
1252540800,0.0
1252713600,0.0
1252886400,0.0
1253059200,0.0
1253232000,0.0
1253404800,0.0
1253577600,0.0
1253750400,0.0
1253923200,0.0
1254096000,0.0
1254268800,0.0
1254441600,0.0
1254614400,0.0
1254787200,0.0
1254960000,0.0
1255132800,0.0
1255305600,0.0
1255478400,0.0
1255651200,0.0
1255824000,0.0
1255996800,0.0
1256169600,0.0
1256342400,0.0
1256515200,0.0
1256688000,0.0
1256860800,0.0
1257033600,0.0
